paperId,abstract,authors,citationCount,journal,referenceCount,title,year
000fb92cb2d884b19291aca2219547edea519d42,,"[{'authorId': '5331853', 'name': 'E. Laugeson'}, {'authorId': '2078687679', 'name': 'Alexander Gantman'}, {'authorId': '38961667', 'name': 'Steven K. Kapp'}, {'authorId': '6467664', 'name': 'Kaely Orenski'}, {'authorId': '40423861', 'name': 'R. Ellingsen'}]",156.0,,60.0,A Randomized Controlled Trial to Improve Social Skills in Young Adults with Autism Spectrum Disorder: The UCLA PEERS® Program,2015.0
001616a2661b20b92387ef40a63bb95ab9883a87,"ABSTRACT Primary objective: Patients with traumatic brain injury (TBI) have difficulty dealing with the social world and may display inappropriate social behavior that negatively affects their social and occupational rehabilitation. This difficulty may be explained by a social problem-solving (SPS) impairment, but little is yet known about the cognitive processes involved in the ability to solve social problems. Several publications have demonstrated that executive functions are related to social problem solving, but the role of social cognition needs to be confirmed. The present pilot study examined the expected relationships between SPS ability and both social cognition and social behavioral skills. Research design: We compared the performances of 15 patients with TBI on SPS, theory-of-mind and social behavior tasks with those of 25 matched healthy controls. Main outcomes and results: Our results showed for the first time that impaired social problem solving is associated with a theory-of-mind deficit, but surprisingly not with executive impairment. There was no evidence that SPS deficits predict social behavioral disorders. Conclusions: Studying social problem solving in patients with TBI may inform the design of more appropriate methods of social rehabilitation.","[{'authorId': '1486122642', 'name': 'Mathilde Saint-Jean'}, {'authorId': '153541817', 'name': 'P. Allain'}, {'authorId': '35312629', 'name': 'Jérémy Besnard'}]",6.0,,56.0,A sociocognitive approach to social problem solving in patients with traumatic brain injury: a pilot study,2018.0
0037e73960b4c9d19b8928c8f82d82ce315d4fe7,"ABSTRACT Social cognition is widely regarded as an essential skill with which to understand the social world. Despite this, the role that social cognition plays in outcome, and whether deficits are remediable after traumatic brain injury (TBI), are not yet well known. The current review examines the construct of social cognition and presents a conceptual biopsychosocial model with which to understand the social cognitive process. This is related to the literature on social cognitive deficits in TBI and we discuss relevant treatment developments to date within this population. We then review social cognition treatment programmes researched in other clinical populations in order to advise and inform approaches for those living with TBI. Whilst treatments have focused on emotion perception skills in the TBI literature, programmes developed for other clinical populations have had broader targets, focusing on Theory of Mind skills and/or modifying interpretational cognitive biases. Moreover, they have largely proven to be efficacious. Programmes that are contextualised, collaborative, and experiential seem optimal in enabling generalisation relevant to individuals’ everyday social lives. We argue that there is therefore scope to improve the evidence-based social cognitive treatment options available for those with TBI, taking into account specific adaptations necessary for this population.","[{'authorId': '10273454', 'name': 'Anneli Cassel'}, {'authorId': '143982280', 'name': 'S. McDonald'}, {'authorId': '8060857', 'name': 'M. Kelly'}, {'authorId': '4720305', 'name': 'L. Togher'}]",61.0,,237.0,Learning from the minds of others: A review of social cognition treatments and their relevance to traumatic brain injury,2019.0
004eba8196784a80275a1d738980baffccfae027,,"[{'authorId': '153928835', 'name': 'Tammy-Lee Currie'}, {'authorId': '143679141', 'name': 'K. Mckenzie'}, {'authorId': '32069331', 'name': 'S. Noone'}]",20.0,,63.0,The Experiences of People with an Intellectual Disability of a Mindfulness-Based Program,2019.0
006313f2cbbc291e49f0673f2fdb1ae5608f8002,,"[{'authorId': '3711067', 'name': 'J. Mayer'}, {'authorId': '3811032', 'name': 'P. Salovey'}, {'authorId': '145266809', 'name': 'D. Caruso'}]",420.0,,0.0,"Emotional intelligence as zeitgeist, as personality, and as a mental ability.",2000.0
006fdeff6e1a81c404317ee4056d6cc72f9c0e50,"Analyzing human multimodal language is an emerging area of research in NLP. Intrinsically this language is multimodal (heterogeneous), sequential and asynchronous; it consists of the language (words), visual (expressions) and acoustic (paralinguistic) modalities all in the form of asynchronous coordinated sequences. From a resource perspective, there is a genuine need for large scale datasets that allow for in-depth studies of this form of language. In this paper we introduce CMU Multimodal Opinion Sentiment and Emotion Intensity (CMU-MOSEI), the largest dataset of sentiment analysis and emotion recognition to date. Using data from CMU-MOSEI and a novel multimodal fusion technique called the Dynamic Fusion Graph (DFG), we conduct experimentation to exploit how modalities interact with each other in human multimodal language. Unlike previously proposed fusion techniques, DFG is highly interpretable and achieves competative performance when compared to the previous state of the art.","[{'authorId': '144802290', 'name': 'Amir Zadeh'}, {'authorId': '28130078', 'name': 'P. Liang'}, {'authorId': '1746416', 'name': 'Soujanya Poria'}, {'authorId': '49943757', 'name': 'E. Cambria'}, {'authorId': '49933077', 'name': 'Louis-Philippe Morency'}]",561.0,,62.0,Multimodal Language Analysis in the Wild: CMU-MOSEI Dataset and Interpretable Dynamic Fusion Graph,2018.0
0089abe41a632b652af8bf62b36c65844fa463d2,"OBJECTIVES
We examined whether kindergarten teachers' ratings of children's prosocial skills, an indicator of noncognitive ability at school entry, predict key adolescent and adult outcomes. Our goal was to determine unique associations over and above other important child, family, and contextual characteristics.


METHODS
Data came from the Fast Track study of low-socioeconomic status neighborhoods in 3 cities and 1 rural setting. We assessed associations between measured outcomes in kindergarten and outcomes 13 to 19 years later (1991-2000). Models included numerous control variables representing characteristics of the child, family, and context, enabling us to explore the unique contributions among predictors.


RESULTS
We found statistically significant associations between measured social-emotional skills in kindergarten and key young adult outcomes across multiple domains of education, employment, criminal activity, substance use, and mental health.


CONCLUSIONS
A kindergarten measure of social-emotional skills may be useful for assessing whether children are at risk for deficits in noncognitive skills later in life and, thus, help identify those in need of early intervention. These results demonstrate the relevance of noncognitive skills in development for personal and public health outcomes.","[{'authorId': '36531525', 'name': 'Damon Jones'}, {'authorId': '144295419', 'name': 'M. Greenberg'}, {'authorId': '38346789', 'name': 'M. Crowley'}]",723.0,,279.0,Early Social-Emotional Functioning and Public Health: The Relationship Between Kindergarten Social Competence and Future Wellness.,2015.0
00ae2a7affaaaeaf4e1ee2c804e3fd00f779f519,,"[{'authorId': '1735303', 'name': 'J. Broekens'}, {'authorId': '33694882', 'name': 'M. Harbers'}, {'authorId': '145495942', 'name': 'Willem-Paul Brinkman'}, {'authorId': '1689001', 'name': 'C. Jonker'}, {'authorId': '1747540', 'name': 'K. Bosch'}, {'authorId': '1691228', 'name': 'J. Meyer'}]",57.0,,36.0,Virtual Reality Negotiation Training Increases Negotiation Knowledge and Skill,2012.0
00c1aea28ea0f290d7e737c29adb490eb7b8437f,,"[{'authorId': '48621343', 'name': 'Joe Langley'}, {'authorId': '46482868', 'name': 'D. Wolstenholme'}, {'authorId': '80893581', 'name': 'J. Cooke'}]",134.0,,74.0,‘Collective making’ as knowledge mobilisation: the contribution of participatory design in the co-creation of knowledge in healthcare,2018.0
00def85f6effac0ef13ad87dac695a45a0ff3b4c,"ABSTRACT Healthcare simulators are learning environments that offer many training opportunities. The integration of expressive virtual patients in these simulators encourages the exchanges and provokes emotional reactions in the learner, which promotes memorization and learning. Based on these elements, we assume that the facial expressiveness of a virtual agent is a factor to be considered in order to improve the user experience. We investigate the impact of the facial expressiveness of virtual humans on the empathy induction in the user of health simulators. We also investigate the impact of facial expressiveness on the user’s sense of similarity and the affective bond with the agent. Our results show a high empathy score when users train with simulators. Depending on the context, we observe a significant difference in perspective-taking in favor of the users who interact with an expressive virtual agent to a virtual agent without facial expressiveness.","[{'authorId': '2079143895', 'name': 'Anne-Sophie Milcent'}, {'authorId': '39792357', 'name': 'Abdelmajid Kadri'}, {'authorId': '2646589', 'name': 'S. Richir'}]",11.0,"{'name': 'International Journal of Human–Computer Interaction', 'pages': '240 - 252', 'volume': '38'}",88.0,Using Facial Expressiveness of a Virtual Agent to Induce Empathy in Users,2021.0
