paperId,abstract,authors,citationCount,journal,referenceCount,title,year
000fb92cb2d884b19291aca2219547edea519d42,,"[{'authorId': '5331853', 'name': 'E. Laugeson'}, {'authorId': '2078687679', 'name': 'Alexander Gantman'}, {'authorId': '38961667', 'name': 'Steven K. Kapp'}, {'authorId': '6467664', 'name': 'Kaely Orenski'}, {'authorId': '40423861', 'name': 'R. Ellingsen'}]",156.0,,60.0,A Randomized Controlled Trial to Improve Social Skills in Young Adults with Autism Spectrum Disorder: The UCLA PEERS® Program,2015.0
001423f6e09ecc2998b4966465f906cd5ca68d66,,"[{'authorId': '113678803', 'name': 'Victoria F. Knight'}, {'authorId': '2115870212', 'name': 'John C. Wright'}, {'authorId': '28974163', 'name': 'Kalli J Wilson'}, {'authorId': '116259389', 'name': 'Ashton Hooper'}]",13.0,,46.0,"Teaching Digital, Block-Based Coding of Robots to High School Students with Autism Spectrum Disorder and Challenging Behavior",2019.0
00314842fd847e0346d370a89845a91bc1a866b1,"A method for approximating a plurality of digital signals or images using compressed sensing. In a scheme where a common component xc of said plurality of digital signals or images an innovative component x, of each of said plurality of digital signals each are represented as a vector with m entries, the method comprises the steps of making a measurement y c• where y c comprises a vector with only n, entries, where n, is less than m, making a measurement y, for each of said correlated digital signals, where y, comprises a vector with only n, entries, where n, is less than m, and from each said innovation components y,, producing an approximate reconstruction of each m-vector x, using said common component y c and said innovative component y,.","[{'authorId': '2078136774', 'name': '1995 Liu'}, {'authorId': '52317560', 'name': 'Timothy R. DeWitt'}]",680.0,,77.0,United States Patent,2011.0
011e84fb024f9e5526ef77730b5d1ecd1bcc6b3d,"This article reviews developmental studies of creativity in children and adolescents with a focus on ""peaks"" and ""slumps"" that have often been described in the literature. The irregularity of the development of creativity is interpreted in light of conceptual and measurement issues and with regard to the interaction between individual-level resources, task-specific demands, and environmental influences, resulting in apparent individual differences in the development of creativity. The need for longitudinal designs, multidimensional and multi-domain assessment of creative potential limiting the contribution of task-specific factors is outlined and discussed as an important direction for developmental research on creativity.","[{'authorId': '3473862', 'name': 'Baptiste Barbot'}, {'authorId': '2894330', 'name': 'T. Lubart'}, {'authorId': '34632172', 'name': 'M. Besançon'}]",79.0,,33.0,"""Peaks, Slumps, and Bumps"": Individual Differences in the Development of Creativity in Children and Adolescents.",2016.0
014cc419ca981470be766da9bf19df4c8a35100d,Evaluating complex interventions is complicated. The Medical Research Council's evaluation framework (2000) brought welcome clarity to the task. Now the council has updated its guidance,"[{'authorId': '144654741', 'name': 'P. Craig'}, {'authorId': '49165506', 'name': 'P. Dieppe'}, {'authorId': '2071425647', 'name': 'Sally J Macintyre'}, {'authorId': '144624158', 'name': 'S. Michie'}, {'authorId': '1435336165', 'name': 'I. Nazareth'}, {'authorId': '4718357', 'name': 'M. Petticrew'}]",9326.0,,47.0,Developing and evaluating complex interventions: the new Medical Research Council guidance,2008.0
022a91e47c6861d6babfb975b1a647fdfbf611c9,"We present a Research-through-Design case study of the design and development of an intimate-space tangible device perhaps best understood as a socially assistive robot, aimed at scaffolding children’s efforts at emotional regulation. This case study covers the initial research device development, as well as knowledge transfer to a product development company toward translating the research into a workable commercial product that could also serve as a robust “research product” for field trials. Key contributions to the literature include: (1) sharing of lessons learned from the knowledge transfer process that can be useful to others interested in developing robust products (whether commercial or research) that preserve design values, while allowing for large scale deployment and research; (2) articulation of a design space in HCI/HRI (Human Robot Interaction) of intimate space socially assistive robots, with the current artifact as a central exemplar, contextualized alongside other related HRI artifacts.","[{'authorId': '1740889', 'name': 'K. Isbister'}, {'authorId': '145060289', 'name': 'Peter Cottrell'}, {'authorId': '115345804', 'name': 'Alessia Cecchet'}, {'authorId': '38721561', 'name': 'Ella Dagan'}, {'authorId': '113152411', 'name': 'Nikki Theofanopoulou'}, {'authorId': '46230840', 'name': 'Ferran Altarriba Bertran'}, {'authorId': '2083548204', 'name': 'Aaron J. Horowitz'}, {'authorId': '114144642', 'name': 'Nick Mead'}, {'authorId': '49669813', 'name': 'J. Schwartz'}, {'authorId': '2971246', 'name': 'P. Slovák'}]",7.0,"{'name': 'ACM Transactions on Computer-Human Interaction (TOCHI)', 'pages': '1 - 36', 'volume': '29'}",81.0,Design (Not) Lost in Translation: A Case Study of an Intimate-Space Socially Assistive “Robot” for Emotion Regulation,2021.0
02311988230fb47089e6577c6e35d6d44754d8ff,"Background A common challenge with existing psycho-social prevention interventions for children is the lack of effective, engaging, and scalable delivery mechanisms, especially beyond in-person therapeutic or school-based contexts. Although digital technology has the potential to address these issues, existing research on technology-enabled interventions for families remains limited. This paper focuses on emotion regulation (ER) as an example of a core protective factor that is commonly targeted by prevention interventions. Objective The aim of this pilot study was to provide an initial validation of the logic model and feasibility of in situ deployment for a new technology-enabled intervention, designed to support children’s in-the-moment ER efforts. The novelty of the proposed approach relies on delivering the intervention through an interactive object (a smart toy) sent home with the child, without any prior training necessary for either the child or their carer. This study examined (1) engagement and acceptability of the toy in the homes during 1-week deployments, and (2) qualitative indicators of ER effects, as reported by parents and children. In total, 10 families (altogether 11 children aged 6-10 years) were recruited from 3 predominantly underprivileged communities in the United Kingdom, as low SES populations have been shown to be particularly at risk for less developed ER competencies. Children were given the prototype, a discovery book, and a simple digital camera to keep at home for 7 to 8 days. Data were gathered through a number of channels: (1) semistructured interviews with parents and children prior to and right after the deployment, (2) photos children took during the deployment, and (3) touch interactions automatically logged by the prototype throughout the deployment. Results Across all families, parents and children reported that the smart toy was incorporated into the children’s ER practices and engaged with naturally in moments the children wanted to relax or calm down. Data suggested that the children interacted with the toy throughout the deployment, found the experience enjoyable, and all requested to keep the toy longer. Children’s emotional connection to the toy appears to have driven this strong engagement. Parents reported satisfaction with and acceptability of the toy. Conclusions This is the first known study on the use of technology-enabled intervention delivery to support ER in situ. The strong engagement, incorporation into children’s ER practices, and qualitative indications of effects are promising. Further efficacy research is needed to extend these indicative data by examining the psychological efficacy of the proposed intervention. More broadly, our findings argue for the potential of a technology-enabled shift in how future prevention interventions are designed and delivered: empowering children and parents through child-led, situated interventions, where participants learn through actionable support directly within family life, as opposed to didactic in-person workshops and a subsequent skills application.","[{'authorId': '113152411', 'name': 'Nikki Theofanopoulou'}, {'authorId': '1740889', 'name': 'K. Isbister'}, {'authorId': '1402344567', 'name': 'J. Edbrooke‐Childs'}, {'authorId': '2971246', 'name': 'P. Slovák'}]",21.0,,129.0,A Smart Toy Intervention to Promote Emotion Regulation in Middle Childhood: Feasibility Study,2019.0
023befd04f9804f08bd8e73f301740bbdd1c7ced,,"[{'authorId': '8327925', 'name': 'R. Aishworiya'}, {'authorId': '6005053', 'name': 'Tatiana Valica'}, {'authorId': '152643136', 'name': 'R. Hagerman'}, {'authorId': '145618586', 'name': 'Bibiana Restrepo'}]",36.0,,115.0,An Update on Psychopharmacological Treatment of Autism Spectrum Disorder,2022.0
0276811976d939edff809c0d0cf11e4a6e4943d9,تملاـس يـملع عماـج هـشقن دـيكات دروـم تامازلا زا يكي هكبش داجيا تهج رد شلات ،روشك  ناـگبخن نيـب يطابترا ياه تسا روشك يكشزپ مولع ) 1 .( هبخن نايوجشناد صوصخ نيا رد يم روشك يكشزپ مولع   دـنيامن اـفيا ار يمهم شقن دنناوت . يـط ريخا ياهلاس  حطـس رد نايوجشناد يملع ياهدايپملا يرازگرب هاگشناد  ندـمآ مهدرگ يارب ار يبسانم رتسب يكشزپ مولع ياه مهارف عمج نيا  تسا هدروآ . تخاسريز دح هچ ات هكنيا رد  ياـه هكبش نينچ داجيا تهج مزلا  نايوجـشناد نـيا نيـب رد يياـه هكبـش نينچ يايازم زا متسيس ردقچ و هديدرگ داجيا هبخن يا نتـم نـيا رد و دراد دوـجو لاوئـس ياج ،تسا هدش دنم هرهب دوش هتخادرپ عوضوم نيا هب هدش يعس هاتوك .  يم ناشن دهاوش  دهد لومعم شزومآ  رد  هاگشناد  اه ي  موـلع هـئارا نايوجـشناد هب ار ميهافم و تاعلاطا زا يطولخم يكشزپ هاگشناد دراوم بلغا رد و هداد  همانرب اه  تراـهم شرورپ يارب يا ح  دـنرادن تملاـس ماـظن رد يـهورگ راـك و هلأـسم ل .  زا يـكي ياهدادعتـسا زا هدافتـسا و شزوـمآ تيفيك ياقترا ياهراكهار هاگشناد رد دوجوم  يرازـگرب ،هـعماج ياـهزاين ياتـسار رد اـه يم يملع ياهدايپملا  دشاب ) 2 .(,"[{'authorId': '2094614144', 'name': 'Ladislav Koreň'}]",404.0,,7.0,Reasoning,2015.0
02b67d7879c8f4e506d71851b04cab6272c5042c,,"[{'authorId': '8359277', 'name': 'J. Graaf'}, {'authorId': '3225404', 'name': 'E. Segers'}, {'authorId': '144569812', 'name': 'L. Verhoeven'}]",51.0,,62.0,Scientific reasoning abilities in kindergarten: dynamic assessment of the control of variables strategy,2015.0
