paperId,abstract,authors,citationCount,journal,referenceCount,title,year
000fb92cb2d884b19291aca2219547edea519d42,,"[{'authorId': '5331853', 'name': 'E. Laugeson'}, {'authorId': '2078687679', 'name': 'Alexander Gantman'}, {'authorId': '38961667', 'name': 'Steven K. Kapp'}, {'authorId': '6467664', 'name': 'Kaely Orenski'}, {'authorId': '40423861', 'name': 'R. Ellingsen'}]",155.0,,60.0,A Randomized Controlled Trial to Improve Social Skills in Young Adults with Autism Spectrum Disorder: The UCLA PEERS® Program,2015.0
0020af59b9a07ff277f978216d89b8ea798d5c3b,"OBJECTIVE AND IMPORTANCE
This is a report of four cases of huge trigeminal neuromas that presented with the principle symptom of pathological laughter (PL).


CLINICAL PRESENTATION
All four patients were male and were in either the third or fourth decade of life. In addition to PL, there were neurological deficits related to trigeminal nerve, brainstem, and cerebellar dysfunctions.


INTERVENTION
All tumors were radically excised via a lateral basal temporal approach. The PL was cured immediately after surgery.


CONCLUSION
PL sometimes precedes other neurological manifestations and may be a useful localizing sign. The clinical and radiological features in our cases suggest that PL is a result of extra-axial compression of the pons and adjoining neural structures.","[{'authorId': '4811703', 'name': 'M. Bhatjiwale'}, {'authorId': '2154652', 'name': 'T. Nadkarni'}, {'authorId': '4227826', 'name': 'K. Desai'}, {'authorId': '2158021226', 'name': 'Atul Goel'}]",45.0,,16.0,Pathological laughter as a presenting symptom of massive trigeminal neuromas: report of four cases.,2000.0
00300b718a0c5e08f76cae720159f39e701aa219,"A scheme is proposed for determining when a psychological treatment for a specific problem or disorder may be considered to be established in efficacy or to be possibly efficacious. The importance of independent replication before a treatment is established in efficacy is emphasized, and a number of factors are elaborated that should be weighed in evaluating whether studies supporting a treatment's efficacy are sound. It is suggested that, in evaluating the benefits of a given treatment, the greatest weight should be given to efficacy trials but that these trials should be followed by research on effectiveness in clinical settings and with various populations and by cost-effectiveness research.","[{'authorId': '5270075', 'name': 'D. Chambless'}, {'authorId': '4272673', 'name': 'S. Hollon'}]",2792.0,,85.0,Defining empirically supported therapies.,1998.0
0030eefcc889ea980bd17c3a466cf475b671130d,,"[{'authorId': '5003317', 'name': 'M. Laplante'}, {'authorId': '1843680', 'name': 'D. Sabatini'}]",567.0,,51.0,An Emerging Role of mTOR in Lipid Biosynthesis,2009.0
006cac0a1fd354f00de893ecde0a114c81a848eb,,"[{'authorId': '82969793', 'name': 'Konstanze Schoeps'}, {'authorId': '115490114', 'name': 'Alicia Tamarit'}, {'authorId': '2085608479', 'name': 'I. Castilla'}, {'authorId': '3613570', 'name': 'Vladimir Takšić'}]",11.0,,0.0,Factorial structure and validity of the Emotional Skills and Competences Questionnaire (ESCQ) in Spanish Adolescents,2019.0
0085516e1951f2e7c0f5fecb0fb9385820883e1a,"Modern smart homes are being equipped with certain renewable energy resources that can produce their own electric energy. From time to time, these smart homes or microgrids are also capable of supplying energy to other houses, buildings, or energy grid in the time of available self-produced renewable energy. Therefore, researches have been carried out to develop optimal trading strategies, and many recent technologies are also being used in combination with microgrids. One such technology is blockchain, which works over decentralized distributed ledger. In this paper, we develop a blockchain based approach for microgrid energy auction. To make this auction more secure and private, we use differential privacy technique, which ensures that no adversary will be able to infer private information of any participant with confidence. Furthermore, to reduce computational complexity at every trading node, we use consortium blockchain, in which selected nodes are given authority to add a new block in the blockchain. Finally, we develop differentially private Energy Auction for bLockchain-based microgrid systems (DEAL). We compare DEAL with Vickrey–Clarke–Groves (VCG) auction scenario and experimental results demonstrates that DEAL outperforms VCG mechanism by maximizing sellers’ revenue along with maintaining overall network benefit and social welfare.","[{'authorId': '145884586', 'name': 'M. Hassan'}, {'authorId': '2615259', 'name': 'M. H. Rehmani'}, {'authorId': '1699149190', 'name': 'Jinjun Chen'}]",198.0,,40.0,DEAL: Differentially Private Auction for Blockchain-Based Microgrids Energy Trading,2020.0
008743852970e98a8803bd9bd02b49485168c29a,,"[{'authorId': '2215744', 'name': 'W. Schaufeli'}, {'authorId': '2040374', 'name': 'M. Salanova'}, {'authorId': '1403349708', 'name': 'Vicente González-Romá'}, {'authorId': '1776932', 'name': 'A. Bakker'}]",7437.0,,39.0,The Measurement of Engagement and Burnout: A Two Sample Confirmatory Factor Analytic Approach,2002.0
009bc4314437ec2cf17037cab94434fd53a2ed16,,"[{'authorId': '144285146', 'name': 'Y. Kawaguchi'}, {'authorId': '8000147', 'name': 'Charles J. Wilson'}, {'authorId': '2229888', 'name': 'S. Augood'}, {'authorId': '4895638', 'name': 'P. Emson'}]",1172.0,,94.0,"Striatal interneurones: chemical, physiological and morphological characterization",1995.0
00d2de1ce63d2105b32974f141b88d0d5afe9c25,,"[{'authorId': '2070974952', 'name': 'Robin Donaldson'}, {'authorId': '2108705731', 'name': 'Yuan Sun'}, {'authorId': '144689875', 'name': 'D. Liang'}, {'authorId': '2114134934', 'name': 'M. Zheng'}, {'authorId': '5117986', 'name': 'Peyman Sahbaie'}, {'authorId': '1699040', 'name': 'D. Dill'}, {'authorId': '1818070', 'name': 'G. Peltz'}, {'authorId': '152260496', 'name': 'K. Buck'}, {'authorId': '2115208035', 'name': 'J. Clark'}]",18.0,,60.0,The multiple PDZ domain protein Mpdz/MUPP1 regulates opioid tolerance and opioid-induced hyperalgesia,2016.0
00f1515d4591dabed8ce11cd70d7477d14a50292,"Effective task management is essential to successful team collaboration. While the past decade has seen considerable innovation in systems that track and manage group tasks, these innovations have typically been outside of the principal communication channels: email, instant messenger, and group chat. Teams formulate, discuss, refine, assign, and track the progress of their collaborative tasks over electronic communication channels, yet they must leave these channels to update their task-tracking tools, creating a source of friction and inefficiency. To address this problem, we explore how bots might be used to mediate task management for individuals and teams. We deploy a prototype bot to eight different teams of information workers to help them create, assign, and keep track of tasks, all within their main communication channel. We derived seven insights for the design of future bots for coordinating work.","[{'authorId': '2602469', 'name': 'C. Toxtli'}, {'authorId': '1403171029', 'name': 'A. Monroy-Hernández'}, {'authorId': '6960209', 'name': 'Justin Cranshaw'}]",86.0,,27.0,Understanding Chatbot-mediated Task Management,2018.0
